Corporation,corporation_kn,corporation_id,ac,ac_kn,ac_no,Assembly,ward_id,ward_name,ward_name_kn,TOT_P,TOT_M,TOT_F,SC_P,SC_M,SC_F,ST_P,ST_M,ST_F,RO_Code,RO_Division,ARO_Code,ARO_ Sub Division,zone,zone_name,Reservation,parks,toilets,lakes,Top Concern,2nd Concern,3rd Concern
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,68,68 - Mallasandra,ಮಲ್ಲಸಂದ್ರ,26890,14180,12710,4041,2076,1965,668,356,313,3,RO- Dasarahalli,7,ARO- Bagalagunte,Zone2,Yelahanka,"Backward Class ""A"" (Women)",2,2,1,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,69,69 - Bagalagunte,ಬಾಗಲಗುಂಟೆ,28685,14976,13709,1422,734,688,794,393,400,3,RO- Dasarahalli,7,ARO- Bagalagunte,Zone2,Yelahanka,General,4,3,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,70,70 - Manjunatha Nagar,ಮಂಜುನಾಥ ನಗರ,27870,14552,13319,1944,991,953,987,499,488,3,RO- Dasarahalli,7,ARO- Bagalagunte,Zone2,Yelahanka,General (Women),2,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,71,71 - Nele Maheshwaramma Temple Ward,ನೆಲೆ ಮಹೇಶ್ವರಮ್ಮ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,27033,14610,12423,970,519,452,568,304,264,3,RO- Dasarahalli,8,ARO- Dasarahalli,Zone2,Yelahanka,"Backward Class ""A""",0,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,72,72 - Dasarahalli,ದಾಸರಹಳ್ಳಿ,29082,15410,13672,2162,1116,1046,521,278,243,3,RO- Dasarahalli,8,ARO- Dasarahalli,Zone2,Yelahanka,General (Women),0,3,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,1,1 - K Narayanapura,ಕೆ ನಾರಾಯಣಪುರ,15003,7804,7199,1413,729,684,316,170,146,1,RO- Horamavu,2,ARO- Horamavu,Zone2,K.R. Pura,General (Women),1,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,2,2 - Horamavu,ಹೊರಮಾವು,14756,7729,7027,2123,1065,1058,207,126,81,1,RO- Horamavu,2,ARO- Horamavu,Zone2,K.R. Pura,"Backward Class ""A""",0,0,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,3,3 - Chellakere,ಚೆಲ್ಲಕೆರೆ,17010,8884,8126,2144,1084,1060,214,112,103,1,RO- Horamavu,1,ARO- Chellakere,Zone2,K.R. Pura,General,0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,4,4 - Babusab Palya,ಬಾಬುಸಾಬ್ ಪಾಳ್ಯ,19361,9933,9428,1899,937,962,238,122,115,1,RO- Horamavu,1,ARO- Chellakere,Zone2,K.R. Pura,"Backward Class ""B"" (Women)",0,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,5,5 - Hoysala Nagara East,ಹೊಯ್ಸಳ ನಗರ ಪೂರ್ವ,18244,9566,8678,2204,1144,1061,545,290,256,1,RO- Horamavu,3,ARO- Kalkere,Zone2,K.R. Pura,General (Women),0,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,6,6 - Kalkere,ಕಲ್ಕೆರೆ,17359,9026,8413,2168,1106,1061,122,70,52,1,RO- Horamavu,3,ARO- Kalkere,Zone2,K.R. Pura,"Backward Class ""A"" (Women)",1,3,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,7,7 - K Chennasandra,ಕೆ ಚೆನ್ನಸಂದ್ರ,14572,7477,7015,1778,906,872,684,337,347,2,RO- KR Pura,5,ARO- Bhattarahalli,Zone2,K.R. Pura,Scheduled Tribes,0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,8,8 - Anandapura,ಆನಂದಪುರ,18898,9699,9199,2458,1234,1225,358,193,165,2,RO- KR Pura,5,ARO- Bhattarahalli,Zone2,K.R. Pura,General,0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,9,9 - Bhattarahalli,ಭಟ್ಟರಹಳ್ಳಿ,14911,7666,7245,1646,829,817,434,226,208,2,RO- KR Pura,5,ARO- Bhattarahalli,Zone2,K.R. Pura,General,3,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,10,10 - Basavanapura,ಬಸವನಪುರ,16224,8392,7833,3028,1509,1520,394,223,172,2,RO- KR Pura,4,ARO- Basavanapura,Zone2,K.R. Pura,"Backward Class ""B""",0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,11,11 - Krishnanagar,ಕೃಷ್ಣನಗರ,16000,8256,7744,2548,1313,1235,284,149,135,2,RO- KR Pura,4,ARO- Basavanapura,Zone2,K.R. Pura,General,0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,12,12 - Devasandra,ದೇವಸಂದ್ರ,14990,7854,7136,1626,843,783,325,163,161,2,RO- KR Pura,4,ARO- Basavanapura,Zone2,K.R. Pura,General,0,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,13,13 - Rajarajeshwari Temple ward,ರಾಜರಾಜೇಶ್ವರಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,17539,9390,8149,1608,857,751,438,247,190,2,RO- KR Pura,6,ARO- KR Pura,Zone2,K.R. Pura,"Backward Class ""A""",1,4,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,14,14 - K.R Pura,ಕೆ ಆರ್ ಪುರ,14930,7717,7213,1560,794,766,351,194,157,2,RO- KR Pura,6,ARO- KR Pura,Zone2,K.R. Pura,"Backward Class ""A""",1,3,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,15,15 - Ramamurthy Nagara,ರಾಮಮೂರ್ತಿ ನಗರ,17257,8738,8519,4017,1988,2029,354,193,161,3,RO- Ramamurthy Nagara,8,ARO- Ramamurthy Nagara,Zone2,K.R. Pura,Scheduled Caste (Women),0,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,16,16 - Kotthur,ಕೊತ್ತೂರು,14653,7508,7145,3084,1565,1519,243,121,122,3,RO- Ramamurthy Nagara,8,ARO- Ramamurthy Nagara,Zone2,K.R. Pura,"Backward Class ""A"" (Women)",1,1,1,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,17,17 - Vijinapura,ವಿಜಿನಾಪುರ,15133,7757,7376,5158,2640,2519,204,94,110,3,RO- Ramamurthy Nagara,9,ARO- Vijinapura,Zone2,K.R. Pura,Scheduled Caste (Women),0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,18,18 - Dooravaninagar,ದೂರವಾಣಿನಗರ,14677,7550,7128,2377,1200,1177,267,138,129,3,RO- Ramamurthy Nagara,8,ARO- Ramamurthy Nagara,Zone2,K.R. Pura,General,0,1,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,19,19 - K.S. Nissar Ahmed Ward,ಕೆ. ಎಸ್. ನಿಸಾರ್ ಅಹಮದ್ ವಾರ್ಡ್,15446,8081,7365,1543,785,757,285,146,139,3,RO- Ramamurthy Nagara,9,ARO- Vijinapura,Zone2,K.R. Pura,"Backward Class ""A""",1,2,1,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,20,20 - A Narayanapura,ಎ ನಾರಾಯಣಪುರ,21640,11539,10100,5958,3014,2944,299,158,140,3,RO- Ramamurthy Nagara,7,ARO- A Narayanapura,Zone2,K.R. Pura,Scheduled Caste (Women),0,3,2,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,21,21 - Uday Nagar,ಉದಯ್ ನಗರ,20262,10540,9722,3508,1770,1738,307,162,145,3,RO- Ramamurthy Nagara,7,ARO- A Narayanapura,Zone2,K.R. Pura,General (Women),0,0,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,22,22 - Mahadevapura,ಮಹದೇವಪುರ,17381,9192,8189,1507,758,749,317,164,153,4,RO- Vignananagara,10,ARO- Mahadevapura,Zone2,K.R. Pura,"Backward Class ""A"" (Women)",2,1,3,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,23,23 - Sangama Ward,ಸಂಗಮ ವಾರ್ಡ್,15835,8226,7610,1497,774,724,361,184,176,4,RO- Vignananagara,10,ARO- Mahadevapura,Zone2,K.R. Pura,General (Women),1,0,0,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,24,24 - Vignananagara,ವಿಜ್ಞಾನನಗರ,14649,7682,6967,822,402,419,229,122,107,4,RO- Vignananagara,12,ARO- Vignananagara,Zone2,K.R. Pura,General,1,2,1,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,25,25 - L.B Shastri Nagar,ಎಲ್.ಬಿ.ಶಾಸ್ತ್ರಿ ನಗರ,14946,7837,7109,773,376,397,309,157,153,4,RO- Vignananagara,12,ARO- Vignananagara,Zone2,K.R. Pura,"Backward Class ""A"" (Women)",0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,26,26 - Jagadish Nagar,ಜಗದೀಶ್ ನಗರ,18479,9470,9009,5683,2831,2852,300,168,132,4,RO- Vignananagara,11,ARO- Vibhoothipura,Zone2,K.R. Pura,Scheduled Caste,1,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,K.R. Pura,ಕೆ.ಆರ್. ಪುರ,151,151 - K.R. Pura,27,27 - Vibhootipura,ವಿಭೂತಿಪುರ,16475,8709,7767,2671,1337,1333,357,182,175,4,RO- Vignananagara,11,ARO- Vibhoothipura,Zone2,K.R. Pura,General (Women),0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,28,28 - Byrathi,ಬೈರತಿ,13969,7227,6742,2638,1336,1302,358,184,174,6,RO- Hoodi,16,ARO- Hoodi,Zone1,Mahadevapura,"Backward Class ""A"" (Women)",0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,29,29 - Hoodi,ಹೂಡಿ,20699,12317,8382,2088,1125,963,462,270,192,6,RO- Hoodi,16,ARO- Hoodi,Zone1,Mahadevapura,"Backward Class ""A"" (Women)",0,2,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,30,30 - Belathur,ಬೆಳತ್ತೂರ್,20869,11556,9313,5120,2600,2520,391,232,159,6,RO- Hoodi,16,ARO- Hoodi,Zone1,Mahadevapura,Scheduled Caste,0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,31,31 - Kadugodi,ಕಾಡುಗೋಡಿ,18927,10118,8809,1914,964,950,299,164,134,6,RO- Hoodi,17,ARO- Kadugodi,Zone1,Mahadevapura,General,1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,32,32 - Channasandra,ಚನ್ನಸಂದ್ರ,14621,7878,6743,2098,1053,1045,288,155,134,6,RO- Hoodi,17,ARO- Kadugodi,Zone1,Mahadevapura,General,0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,33,33 - S.M Krishna Ward,ಎಸ್.ಎಂ ಕೃಷ್ಣ ವಾರ್ಡ್,16262,8867,7395,3754,1929,1826,464,272,192,6,RO- Hoodi,17,ARO- Kadugodi,Zone1,Mahadevapura,"Backward Class ""A""",0,0,3,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,34,34 - Kaveri Nagara,ಕಾವೇರಿ ನಗರ,20959,11560,9399,3849,1996,1853,603,350,253,7,RO- Marathahalli,20,ARO- Garudacharpalya,Zone1,Mahadevapura,Scheduled Caste,0,1,1,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,35,35 - Garudachar Palya,ಗರುಡಾಚಾರ್ ಪಾಳ್ಯ,20983,11770,9213,1513,799,715,433,250,183,7,RO- Marathahalli,20,ARO- Garudacharpalya,Zone1,Mahadevapura,"Backward Class ""B""",0,1,2,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,36,36 - Bharath Aikya Ward,ಭಾರತ್ ಐಕ್ಯ ವಾರ್ಡ್,19498,10573,8926,1601,817,784,286,154,132,7,RO- Marathahalli,19,ARO- Doddane Kundi,Zone1,Mahadevapura,General (Women),0,0,1,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,37,37 - Kundalahalli,ಕುಂದಲಹಳ್ಳಿ,18217,9641,8576,2325,1211,1114,431,224,207,5,RO- Bellanduru,15,ARO- Varthur,Zone1,Mahadevapura,General (Women),1,0,2,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,38,38 - Whitefield,ವೈಟ್‌ಫೀಲ್ಡ್,20265,10389,9876,2050,1039,1011,280,144,136,6,RO- Hoodi,18,ARO- Whitefield,Zone1,Mahadevapura,"Backward Class ""A""",1,0,1,Electrical,Solid Waste (Garbage) Related,Road Infrastructure
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,39,39 - Hagaduru,ಹಗದೂರು,15105,7936,7169,1275,661,613,281,138,142,6,RO- Hoodi,18,ARO- Whitefield,Zone1,Mahadevapura,General (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Infrastructure
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,40,40 - Varthur,ವರ್ತೂರು,20908,10720,10188,3143,1609,1534,292,152,140,5,RO- Bellanduru,15,ARO- Varthur,Zone1,Mahadevapura,"Backward Class ""A"" (Women)",0,0,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,41,41 - Munnenkolalu,ಮುನ್ನೇನಕೊಳಲು,20977,11891,9086,1775,964,811,444,276,168,7,RO- Marathahalli,22,ARO- Munnekolalu,Zone1,Mahadevapura,General,0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,42,42 - Priyadarshini Ward,ಪ್ರಿಯದರ್ಶಿನಿ ವಾರ್ಡ್,16847,8595,8253,619,324,296,276,144,131,7,RO- Marathahalli,22,ARO- Munnekolalu,Zone1,Mahadevapura,General,3,0,2,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,43,43 - Dodda Nekkundi,ದೊಡ್ಡ ನೆಕ್ಕುಂಡಿ,16961,8921,8040,1518,778,740,250,121,129,7,RO- Marathahalli,19,ARO- Doddane Kundi,Zone1,Mahadevapura,General (Women),3,0,1,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,44,44 - Ashwath Nagar,ಅಶ್ವಥ್ ನಗರ,15851,8359,7491,3638,1827,1812,515,254,261,7,RO- Marathahalli,21,ARO- Marathahalli,Zone1,Mahadevapura,General (Women),0,2,0,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,45,45 - Marathahalli,ಮಾರತಹಳ್ಳಿ,17823,10496,7327,1250,655,595,188,101,88,7,RO- Marathahalli,21,ARO- Marathahalli,Zone1,Mahadevapura,General,0,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,46,46 - Yamalur,ಯಮಲೂರು,17526,9949,7577,2695,1359,1337,360,198,162,5,RO- Bellanduru,13,ARO- Bellanduru,Zone1,Mahadevapura,General (Women),0,0,1,Road Maintenance(Engg),Solid Waste (Garbage) Related,Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,47,47 - Bellanduru,ಬೆಳ್ಳಂದೂರು,16685,9216,7469,741,370,371,453,243,210,5,RO- Bellanduru,13,ARO- Bellanduru,Zone1,Mahadevapura,General,0,2,1,Road Maintenance(Engg),Solid Waste (Garbage) Related,Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,48,48 - Panathur,ಪಣತ್ತೂರು,14766,8426,6340,3791,1901,1890,294,160,133,5,RO- Bellanduru,14,ARO- Gunjur,Zone1,Mahadevapura,Scheduled Caste,0,0,3,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,49,49 - Shivanasamudra Ward,ಶಿವನಸಮುದ್ರ ವಾರ್ಡ್,15012,8198,6814,1608,834,774,286,156,130,5,RO- Bellanduru,14,ARO- Gunjur,Zone1,Mahadevapura,General (Women),0,1,2,Road Maintenance(Engg),Solid Waste (Garbage) Related,Electrical
East,ಪೂರ್ವ,3,Mahadevapura,ಮಹದೇವಪುರ,174,174 - Mahadevapura,50,50 - Gunjur,ಗುಂಜೂರು,15085,7755,7330,2937,1490,1447,267,131,136,5,RO- Bellanduru,14,ARO- Gunjur,Zone1,Mahadevapura,"Backward Class ""A""",0,0,6,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Padmanabanagar,ಪದ್ಮನಾಭನಗರ,171,171 - Padmanabanagar,1,1 - Padmanabhanagara,ಪದ್ಮನಾಭನಗರ,23419,11781,11638,343,170,173,117,65,52,11,RO- Padmanabhanagara,29,ARO- Padmanabhanagara,Zone1,Jayanagar,General (Women),2,0,0,Electrical,Solid Waste (Garbage) Related,Forest
South,ದಕ್ಷಿಣ,4,Padmanabanagar,ಪದ್ಮನಾಭನಗರ,171,171 - Padmanabanagar,2,2 - Kadirenahalli,ಕದಿರೇನಹಳ್ಳಿ,19937,10125,9812,816,411,405,401,183,218,11,RO- Padmanabhanagara,29,ARO- Padmanabhanagara,Zone1,Jayanagar,General,2,5,0,Electrical,Solid Waste (Garbage) Related,Forest
South,ದಕ್ಷಿಣ,4,Padmanabanagar,ಪದ್ಮನಾಭನಗರ,171,171 - Padmanabanagar,3,3 - Yarab nagar,ಯಾರಬ್ ನಗರ,20832,10611,10221,2112,1094,1019,721,375,346,11,RO- Padmanabhanagara,29,ARO- Padmanabhanagara,Zone1,Jayanagar,General (Women),0,2,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Padmanabanagar,ಪದ್ಮನಾಭನಗರ,171,171 - Padmanabanagar,4,4 - Banashankari Temple Ward,ಬನಶಂಕರಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,22549,11525,11024,1334,705,629,814,407,407,11,RO- Padmanabhanagara,28,ARO- Banashankari,Zone1,Jayanagar,"Backward Class ""A""",0,2,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Padmanabanagar,ಪದ್ಮನಾಭನಗರ,171,171 - Padmanabanagar,5,5 - Kane Muneshwara Ward,ಕಾನೆ ಮುನೇಶ್ವರ ವಾರ್ಡ್,22022,11400,10622,1240,612,627,203,98,105,11,RO- Padmanabhanagara,28,ARO- Banashankari,Zone1,Jayanagar,"Backward Class ""A"" (Women)",7,7,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Padmanabanagar,ಪದ್ಮನಾಭನಗರ,171,171 - Padmanabanagar,6,6 - Gowdanapalya,ಗೌಡನಪಾಳ್ಯ,24691,12907,11784,1808,955,853,145,81,64,11,RO- Padmanabhanagara,28,ARO- Banashankari,Zone1,Jayanagar,General (Women),6,1,1,Electrical,Solid Waste (Garbage) Related,Forest
South,ದಕ್ಷಿಣ,4,Jayanagar,ಜಯನಗರ,173,173 - Jayanagar,7,7 - Byrasandra,ಬೈರಸಂದ್ರ,21108,10510,10598,2813,1399,1414,225,109,116,9,RO- Jayanagar,23,ARO- Byrasandra,Zone1,Jayanagar,"Backward Class ""B"" (Women)",8,5,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Jayanagar,ಜಯನಗರ,173,173 - Jayanagar,8,8 - Tilak Nagara,ತಿಲಕ ನಗರ,25625,13008,12617,2769,1375,1395,262,128,134,9,RO- Jayanagar,23,ARO- Byrasandra,Zone1,Jayanagar,"Backward Class ""A""",7,9,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Jayanagar,ಜಯನಗರ,173,173 - Jayanagar,9,9 - N.A.L Layout,ಎನ್‌.ಎ.ಎಲ್ ಲೇಔಟ್,20532,10467,10066,992,509,484,716,352,364,9,RO- Jayanagar,25,ARO- NAL Layout,Zone1,Jayanagar,"Backward Class ""A""",2,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Jayanagar,ಜಯನಗರ,173,173 - Jayanagar,10,10 - Abdul Kalam Nagar,ಅಬ್ದುಲ್ ಕಲಾಂ ನಗರ,23124,11865,11259,1506,768,738,217,104,114,9,RO- Jayanagar,25,ARO- NAL Layout,Zone1,Jayanagar,"Backward Class ""A""",0,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Jayanagar,ಜಯನಗರ,173,173 - Jayanagar,11,11 - Jayanagar East,ಜಯನಗರ ಪೂರ್ವ,22697,11806,10891,2874,1414,1460,325,177,148,9,RO- Jayanagar,24,ARO- Jayanagar,Zone1,Jayanagar,"Backward Class ""A""",3,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Jayanagar,ಜಯನಗರ,173,173 - Jayanagar,12,12 - Pattabhirama Nagara,ಪಟ್ಟಾಭಿರಾಮ ನಗರ,22547,11236,11311,634,331,302,107,53,54,9,RO- Jayanagar,24,ARO- Jayanagar,Zone1,Jayanagar,"Backward Class ""B""",8,6,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
South,ದಕ್ಷಿಣ,4,Jayanagar,ಜಯನಗರ,173,173 - Jayanagar,13,13 - Marenahalli South,ಮಾರೇನಹಳ್ಳಿ ದಕ್ಷಿಣ,23458,12151,11307,4326,2147,2178,407,202,204,10,RO- JP Nagar,26,ARO- JP Nagar,Zone1,Jayanagar,Scheduled Caste (Women),3,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
